,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,date
6,3408,USDC,USDC,usd-coin,26044,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,56317452317.37687,56317452317.37687,False,,7,,,,2025-03-04T11:31:00.000Z,1.0001188250375548,14611214488.68585,-9.2849,0.01019255,0.02800623,0.02287657,-0.03663599,0.00643956,0.01549137,56324144240.76347,2.0353,56324144240.76,,2025-03-04T11:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-03-04 17:03:11.130739,2025-03-04
7,2010,Cardano,ADA,cardano,1469,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35212423444.401985,44994943014.63995,False,,8,,,,2025-03-04T11:31:00.000Z,0.8229845891388258,5396233181.318131,-49.6892,1.58029611,-15.22575257,29.56320739,-6.49811064,-23.74691101,-33.23271328,28979281840.973522,1.0472,37034306511.25,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
8,74,Dogecoin,DOGE,dogecoin,1173,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148287276383.7052,148287276383.7052,True,,9,,,,2025-03-04T11:31:00.000Z,0.1938970397455594,2672330873.402897,-33.5873,0.73554087,-11.75672799,-2.82907678,-34.29631698,-43.60575309,-53.69324212,28752463922.73204,1.039,28752463922.73,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
9,1958,TRON,TRX,tron,1128,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,86060079922.36287,86060115999.18375,True,,10,,,,2025-03-04T11:31:00.000Z,0.23679146138201593,1018129841.7481588,25.9694,0.54341903,-2.34735285,3.68504701,-1.64674839,-9.82739487,-39.79998099,20378292091.46939,0.7364,20378300634.15,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
10,35697,Pi,PI,pi,36,2025-02-11T07:16:10.000Z,['layer-1'],100000000000.0,6934214907.78445,100000000000.0,False,,11,6934214907.78445,11978848372.076675,,2025-03-04T11:31:00.000Z,1.7274988634443746,868305012.9583491,-23.6857,0.06404193,-1.03585544,10.93918144,1.64246617,1.64246617,1.64246617,11978848372.076675,0.4329,172749886344.44,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
11,4642,Hedera,HBAR,hedera,321,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,41908412969.057236,50000000000.0,False,,12,,,,2025-03-04T11:31:00.000Z,0.24261515610317516,890483053.335057,-37.9451,2.90121722,-3.22304215,37.57145547,-11.61290252,-22.65139523,-26.18672484,10167616154.52415,0.3674,12130757805.16,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
12,3957,UNUS SED LEO,LEO,unus-sed-leo,57,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,924012642.9,985239504.0,False,,13,,,,2025-03-04T11:31:00.000Z,9.928449603009444,8403753.67916549,10.6745,-0.2474775,-0.29764712,11.04846814,1.81373174,9.80291693,4.01391649,9174012957.576212,0.3313,9781900762.36,,2025-03-04T11:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-03-04 17:03:11.130739,2025-03-04
13,512,Stellar,XLM,stellar,682,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30691617224.74155,50001786894.45001,False,,14,,,,2025-03-04T11:31:00.000Z,0.28944578633526574,412655712.10069925,-56.9442,1.0847353,-12.70856887,6.52673429,-24.65229594,-35.65152072,-44.18285214,8883559281.516304,0.321,14472812290.88,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
14,1975,Chainlink,LINK,chainlink,1937,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,638099970.4527867,1000000000.0,False,,15,,,,2025-03-04T11:31:00.000Z,13.864050212257204,796937661.7091122,-20.6426,0.63576144,-14.68901619,-3.25066218,-37.90136047,-38.46153858,-44.61238794,8846650030.797274,0.3197,13864050212.26,,2025-03-04T11:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-03-04 17:03:11.130739,2025-03-04
15,5805,Avalanche,AVAX,avalanche,872,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonbeam-ecosystem', 'real-world-assets', 'layer-1', 'zksync-era-ecosystem', 'klaytn-ecosystem', 'made-in-america']",715748719.0,414112121.4937574,450781621.4937574,False,,16,,,,2025-03-04T11:31:00.000Z,19.991322107441125,725643228.9721599,-18.4044,0.84107164,-14.96891226,-3.37982909,-35.12809838,-51.52414294,-62.94071818,8278648809.377498,0.2992,14308763189.52,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
16,2,Litecoin,LTC,litecoin,1323,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'heco-ecosystem', 'layer-1', '2017-2018-alt-season', 'hoo-smart-chain-ecosystem', 'made-in-america']",84000000.0,75558468.3040892,84000000.0,False,,17,,,,2025-03-04T11:31:00.000Z,102.68818780319407,1491204637.4542475,-27.0013,1.05675145,-12.2208292,-6.87619034,-10.375759,-3.9329406,-20.93667774,7758962183.331999,0.2804,8625807775.47,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
17,20947,Sui,SUI,sui,563,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america']",10000000000.0,3169845047.4838877,10000000000.0,False,,18,3169845047.4838877,7691643419.59865,,2025-03-04T11:31:00.000Z,2.426504546556308,1265593037.6428208,-16.6186,0.24357343,-17.6528364,-9.06880039,-33.865641,-44.14449842,-35.31157881,7691643419.59865,0.2779,24265045465.56,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
18,11419,Toncoin,TON,toncoin,689,2021-08-26T13:40:22.000Z,"['pos', 'ethereum-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2476339840.812461,5123748001.921454,True,,19,,,,2025-03-04T11:31:00.000Z,3.0560476348810557,265166094.2483812,28.7226,0.53400593,-9.02238144,-9.18375365,-33.1129607,-45.89695904,-56.97887683,7567812513.676651,0.2735,15658417963.0,,2025-03-04T11:31:00.000Z,,,,,,2025-03-04 17:03:11.130739,2025-03-04
19,5994,Shiba Inu,SHIB,shiba-inu,934,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'base-ecosystem']",,589253592023024.2,589507019662654.2,False,,20,,,,2025-03-04T11:31:00.000Z,1.283883089805876e-05,465222947.5451237,-0.082,1.00818298,-8.92009678,-4.10953853,-25.39699761,-44.26780298,-57.88248057,7565327224.057314,0.2734,7568580938.67,,2025-03-04T11:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-03-04 17:03:11.130739,2025-03-04
0,1,Bitcoin,BTC,bitcoin,11969,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19832612.0,19832612.0,False,,1,,,,2025-03-05T17:23:00.000Z,89561.14489434303,59297589960.60431,-18.308,1.60101414,5.99125828,3.14773376,-9.41505189,-8.4118417,-11.24499381,1776231436965.2864,60.714,1880784042781.2,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
1,1027,Ethereum,ETH,ethereum,9961,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'binance-labs-portfolio', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'tezos-ecosystem', 'near-protocol-ecosystem', 'velas-ecosystem', 'ethereum-pow-ecosystem', 'osmosis-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'zksync-era-ecosystem', 'viction-ecosystem', 'klaytn-ecosystem', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'starknet-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120592467.4460874,120592467.4460874,True,,2,,,,2025-03-05T17:23:00.000Z,2203.2301358335335,24803120604.44733,-33.8539,1.06269233,4.09071824,-7.78606117,-18.43199972,-39.24982511,-43.82487828,265692958431.7441,9.0817,265692958431.74,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
2,52,XRP,XRP,xrp,1545,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,57949738512.0,99986390660.0,False,,3,,,,2025-03-05T17:23:00.000Z,2.4785027052643223,7416529168.59294,-45.6447,0.99745773,2.56791391,10.55590496,-6.39982515,2.3856006,2.51335499,143628583671.35208,4.9094,247850270526.43,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
3,825,Tether USDt,USDT,tether,118373,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'heco-ecosystem', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'terra-ecosystem', 'tezos-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'zilliqa-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'xdc-ecosystem', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'klaytn-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'rsk-rbtc-ecosystem', 'telos-ecosystem', 'boba-network-ecosystem', 'fusion-network-ecosystem', 'hoo-smart-chain-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'cube-network-ecosystem', 'thundercore-ecosystem', 'redlight-chain-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'eos-evm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'manta-pacific-ecosystem', 'scroll-ecosystem', 'x-layer-ecosystem', 'world-liberty-financial-portfolio']",,142495395118.6436,144561615222.92096,True,,4,,,,2025-03-05T17:23:00.000Z,0.9998009368307669,105810833681.63852,-26.0854,-0.00399491,-0.06320708,0.08656719,-0.14938511,-0.00026844,-0.06651606,142467029533.69016,4.8697,144532838329.65,,2025-03-05T17:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-03-05 22:55:32.863654,2025-03-05
4,1839,BNB,BNB,bnb,2382,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'ethereum-ecosystem', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,142475689.75,142475689.75,False,,5,,,,2025-03-05T17:23:00.000Z,591.9833263644782,1592117246.7633085,-26.9258,0.27447798,3.30979202,-3.57939115,-0.20831508,-16.83589575,-19.40685947,84343232744.2784,2.883,84343232744.28,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
5,5426,Solana,SOL,solana,847,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,507942313.51213366,595436141.4478455,True,,6,,,,2025-03-05T17:23:00.000Z,142.61500643653832,5556363913.770716,-39.8489,0.37614295,2.82660413,4.77246245,-31.21613918,-33.72251412,-40.61653557,72440196310.92311,2.4761,84918129145.13,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
6,3408,USDC,USDC,usd-coin,26059,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'waves-ecosystem', 'bitcoin-cash-ecosystem', 'wanchain-ecosystem', 'coinbase-ventures-portfolio', 'algorand-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'iotex-ecosystem', 'harmony-ecosystem', 'moonriver-ecosystem', 'cronos-ecosystem', 'injective-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'usd-stablecoin', 'everscale-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'ethereum-pow-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'canto-ecosystem', 'osmosis-ecosystem', 'zksync-era-ecosystem', 'pulsechain-ecosystem', 'base-ecosystem', 'sei-ecosystem', 'multiversx-ecosystem', 'fiat-stablecoin', 'viction-ecosystem', 'gnosis-chain-ecosystem', 'okexchain-ecosystem', 'conflux-ecosystem', 'kcc-ecosystem', 'tron20-ecosystem', 'kardiachain-ecosystem', 'telos-ecosystem', 'ronin-ecosystem', 'boba-network-ecosystem', 'kava-ecosystem', 'secret-ecosystem', 'aurora-ecosystem', 'metis-andromeda-ecosystem', 'meter-ecosystem', 'fuse-ecosystem', 'elastos-ecosystem', 'syscoin-ecosystem', 'milkomeda-ecosystem', 'evmos-ecosystem', 'bitgert-ecosystem', 'astar-ecosystem', 'thundercore-ecosystem', 'tomb-chain-ecosystem', 'wemix-ecosystem', 'sx-network-ecosystem', 'godwoken-ecosystem', 'energi-ecosystem', 'core-ecosystem', 'polygon-zkevm-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'neon-evm-ecosystem', 'scroll-ecosystem', 'shido-network-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,56870727540.974205,56870727540.974205,False,,7,,,,2025-03-05T17:23:00.000Z,0.9999548299870002,10674070537.08458,-31.1136,0.0038764,-0.06820064,-0.0029481,0.01104485,0.00282069,0.03360015,56868158689.47187,1.9438,56868158689.47,,2025-03-05T17:23:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-03-05 22:55:32.863654,2025-03-05
7,2010,Cardano,ADA,cardano,1470,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35212423444.401985,44994943014.63995,False,,8,,,,2025-03-05T17:23:00.000Z,0.9611783419057086,4855677009.205587,-10.8802,2.16651242,7.9182543,43.97561317,25.23452664,-10.5000615,-21.27577785,33845418780.772,1.1569,43253025385.76,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
8,74,Dogecoin,DOGE,dogecoin,1174,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148304326383.7052,148304326383.7052,True,,9,,,,2025-03-05T17:23:00.000Z,0.20126366211013177,1640146339.0858006,-42.2796,0.59998231,3.53061233,-1.31838948,-26.04664796,-47.31683467,-54.25261853,29848271834.760746,1.0203,29848271834.76,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
9,1958,TRON,TRX,tron,1128,2017-09-13T00:00:00.000Z,"['media', 'payments', 'ethereum-ecosystem', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,86054365366.67236,86054400011.86586,True,,10,,,,2025-03-05T17:23:00.000Z,0.24384128531412352,692343519.2827492,-38.5793,-0.03852576,2.56600869,7.80334066,7.91323692,-9.81505306,-26.05586325,20983607057.900585,0.7172,20983615505.83,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
10,35697,Pi,PI,pi,36,2025-02-11T07:16:10.000Z,['layer-1'],100000000000.0,6993905563.0243025,100000000000.0,False,,11,6993905563.0243025,13362660903.701166,,2025-03-05T17:23:00.000Z,1.9106150037752139,926747455.6968962,9.9686,1.58601125,9.04302975,-25.24591893,12.41664176,12.41664176,12.41664176,13362660903.701166,0.4568,191061500377.52,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
11,4642,Hedera,HBAR,hedera,321,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'defi', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets', 'layer-1', 'made-in-america']",50000000000.0,41908412969.08164,50000000000.0,False,,12,,,,2025-03-05T17:23:00.000Z,0.24632184150849712,740496307.5148464,-26.6802,0.6888657,3.16491344,24.97988525,-5.59290554,-19.61806874,-16.8730125,10322957457.242773,0.3529,12316092075.42,,2025-03-05T17:23:00.000Z,,,,,,2025-03-05 22:55:32.863654,2025-03-05
